E,J,e/f,State,v,Lambda,Sigma,L
40901.551769,1.5,f,2,3,0,0.5,8.372
43282.061361,1.5,f,2,4,0,0.5,8.372
45440.216725,1.5,f,2,5,0,0.5,8.372
47352.159012,1.5,f,2,6,0,0.5,8.372
48969.526848,1.5,f,2,7,0,0.5,8.372
50229.065792,1.5,f,2,8,0,0.5,8.372
51046.580815,1.5,f,2,9,0,0.5,8.372
38252.954416,1.5,e,2,2,0,-0.5,8.372
40844.322072,1.5,e,2,3,0,-0.5,8.372
43227.776055,1.5,e,2,4,0,-0.5,8.372
45390.956672,1.5,e,2,5,0,-0.5,8.372
47307.166837,1.5,e,2,6,0,-0.5,8.372
48929.689683,1.5,e,2,7,0,-0.5,8.372
50196.146131,1.5,e,2,8,0,-0.5,8.372
51023.109666,1.5,e,2,9,0,-0.5,8.372
38314.138872,2.5,e,2,2,0,0.5,8.372
40902.034566,2.5,e,2,3,0,0.5,8.372
43282.307584,2.5,e,2,4,0,0.5,8.372
45440.626287,2.5,e,2,5,0,0.5,8.372
47352.52697,2.5,e,2,6,0,0.5,8.372
48969.88535,2.5,e,2,7,0,0.5,8.372
50229.40768,2.5,e,2,8,0,0.5,8.372
51046.803532,2.5,e,2,9,0,0.5,8.372
35621.897734,2.5,f,2,1,0,-0.5,8.372
38405.029426,2.5,f,2,2,0,-0.5,8.372
40987.751394,2.5,f,2,3,0,-0.5,8.372
43362.122099,2.5,f,2,4,0,-0.5,8.372
45514.650126,2.5,f,2,5,0,-0.5,8.372
47420.003246,2.5,f,2,6,0,-0.5,8.372
49029.905776,2.5,f,2,7,0,-0.5,8.372
50278.781396,2.5,f,2,8,0,-0.5,8.372
51081.555878,2.5,f,2,9,0,-0.5,8.372
35750.301684,3.5,f,2,1,0,0.5,8.372
38526.702088,3.5,f,2,2,0,0.5,8.372
41102.546877,3.5,f,2,3,0,0.5,8.372
43469.939883,3.5,f,2,4,0,0.5,8.372
45615.910019,3.5,f,2,5,0,0.5,8.372
47510.170628,3.5,f,2,6,0,0.5,8.372
49109.119601,3.5,f,2,7,0,0.5,8.372
50344.099935,3.5,f,2,8,0,0.5,8.372
51127.776449,3.5,f,2,9,0,0.5,8.372
35622.641436,3.5,e,2,1,0,-0.5,8.372
38405.741524,3.5,e,2,2,0,-0.5,8.372
40988.427107,3.5,e,2,3,0,-0.5,8.372
43363.42292,3.5,e,2,4,0,-0.5,8.372
45515.243976,3.5,e,2,5,0,-0.5,8.372
47420.52961,3.5,e,2,6,0,-0.5,8.372
49029.927969,3.5,e,2,7,0,-0.5,8.372
50278.85723,3.5,e,2,8,0,-0.5,8.372
51081.877243,3.5,e,2,9,0,-0.5,8.372
35751.256462,4.5,e,2,1,0,0.5,8.372
38527.615477,4.5,e,2,2,0,0.5,8.372
41103.405489,4.5,e,2,3,0,0.5,8.372
43470.742141,4.5,e,2,4,0,0.5,8.372
45614.150495,4.5,e,2,5,0,0.5,8.372
47510.821982,4.5,e,2,6,0,0.5,8.372
49109.791727,4.5,e,2,7,0,0.5,8.372
50344.732746,4.5,e,2,8,0,0.5,8.372
51127.756838,4.5,e,2,9,0,0.5,8.372
35910.466355,4.5,f,2,1,0,-0.5,8.372
38678.448901,4.5,f,2,2,0,-0.5,8.372
41245.597994,4.5,f,2,3,0,-0.5,8.372
43603.794314,4.5,f,2,4,0,-0.5,8.372
45736.694267,4.5,f,2,5,0,-0.5,8.372
47621.266063,4.5,f,2,6,0,-0.5,8.372
49207.741726,4.5,f,2,7,0,-0.5,8.372
50425.206498,4.5,f,2,8,0,-0.5,8.372
36102.147959,5.5,f,2,1,0,0.5,8.372
38860.028472,5.5,f,2,2,0,0.5,8.372
41416.826675,5.5,f,2,3,0,0.5,8.372
43761.588034,5.5,f,2,4,0,0.5,8.372
45887.430948,5.5,f,2,5,0,0.5,8.372
47759.384399,5.5,f,2,6,0,0.5,8.372
49329.606974,5.5,f,2,7,0,0.5,8.372
50521.086306,5.5,f,2,8,0,0.5,8.372
35911.631155,5.5,e,2,1,0,-0.5,8.372
38679.56402,5.5,e,2,2,0,-0.5,8.372
41246.658254,5.5,e,2,3,0,-0.5,8.372
43604.605881,5.5,e,2,4,0,-0.5,8.372
45739.915902,5.5,e,2,5,0,-0.5,8.372
47614.459164,5.5,e,2,6,0,-0.5,8.372
49208.346733,5.5,e,2,7,0,-0.5,8.372
50425.853589,5.5,e,2,8,0,-0.5,8.372
36103.521493,6.5,e,2,1,0,0.5,8.372
38861.343295,6.5,e,2,2,0,0.5,8.372
41418.0617,6.5,e,2,3,0,0.5,8.372
43766.670426,6.5,e,2,4,0,0.5,8.372
45888.491828,6.5,e,2,5,0,0.5,8.372
47760.279716,6.5,e,2,6,0,0.5,8.372
49329.611419,6.5,e,2,7,0,0.5,8.372
50521.801089,6.5,e,2,8,0,0.5,8.372
36325.054796,6.5,f,2,1,0,-0.5,8.372
39071.147219,6.5,f,2,2,0,-0.5,8.372
41615.745506,6.5,f,2,3,0,-0.5,8.372
43949.655145,6.5,f,2,4,0,-0.5,8.372
46058.763685,6.5,f,2,5,0,-0.5,8.372
47914.93805,6.5,f,2,6,0,-0.5,8.372
49463.650178,6.5,f,2,7,0,-0.5,8.372
50630.311535,6.5,f,2,8,0,-0.5,8.372
36578.847705,7.5,f,2,1,0,0.5,8.372
39311.464612,7.5,f,2,2,0,0.5,8.372
41842.193521,7.5,f,2,3,0,0.5,8.372
44162.896858,7.5,f,2,4,0,0.5,8.372
46256.635774,7.5,f,2,5,0,0.5,8.372
48090.46837,7.5,f,2,6,0,0.5,8.372
49617.645149,7.5,f,2,7,0,0.5,8.372
50754.88083,7.5,f,2,8,0,0.5,8.372
36326.635543,7.5,e,2,1,0,-0.5,8.372
39072.660212,7.5,e,2,2,0,-0.5,8.372
41617.169509,7.5,e,2,3,0,-0.5,8.372
43951.612351,7.5,e,2,4,0,-0.5,8.372
46059.051333,7.5,e,2,5,0,-0.5,8.372
47916.024303,7.5,e,2,6,0,-0.5,8.372
49464.657269,7.5,e,2,7,0,-0.5,8.372
50631.703958,7.5,e,2,8,0,-0.5,8.372
36580.633915,8.5,e,2,1,0,0.5,8.372
39313.174009,8.5,e,2,2,0,0.5,8.372
41843.81745,8.5,e,2,3,0,0.5,8.372
44164.080112,8.5,e,2,4,0,0.5,8.372
46257.869782,8.5,e,2,5,0,0.5,8.372
48092.544028,8.5,e,2,6,0,0.5,8.372
49618.806072,8.5,e,2,7,0,0.5,8.372
50755.840222,8.5,e,2,8,0,0.5,8.372
36863.140584,8.5,f,2,1,0,-0.5,8.372
39580.592523,8.5,f,2,2,0,-0.5,8.372
42095.699955,8.5,f,2,3,0,-0.5,8.372
44397.123023,8.5,f,2,4,0,-0.5,8.372
46473.926507,8.5,f,2,5,0,-0.5,8.372
48290.63966,8.5,f,2,6,0,-0.5,8.372
49786.562025,8.5,f,2,7,0,-0.5,8.372
50890.353984,8.5,f,2,8,0,-0.5,8.372
37177.500953,9.5,f,2,1,0,0.5,8.372
39878.095598,9.5,f,2,2,0,0.5,8.372
42374.442738,9.5,f,2,3,0,0.5,8.372
44660.935632,9.5,f,2,4,0,0.5,8.372
46717.094766,9.5,f,2,5,0,0.5,8.372
48507.826864,9.5,f,2,6,0,0.5,8.372
49977.942995,9.5,f,2,7,0,0.5,8.372
51036.397589,9.5,f,2,8,0,0.5,8.372
36865.130275,9.5,e,2,1,0,-0.5,8.372
39582.49631,9.5,e,2,2,0,-0.5,8.372
42097.501829,9.5,e,2,3,0,-0.5,8.372
44396.369813,9.5,e,2,4,0,-0.5,8.372
44402.498585,9.5,e,2,5,0,-0.5,8.372
46474.71832,9.5,e,2,6,0,-0.5,8.372
48292.053665,9.5,e,2,7,0,-0.5,8.372
50891.269614,9.5,e,2,8,0,-0.5,8.372
37179.691918,10.5,e,2,1,0,0.5,8.372
39880.191485,10.5,e,2,2,0,0.5,8.372
42378.020922,10.5,e,2,3,0,0.5,8.372
44662.809322,10.5,e,2,4,0,0.5,8.372
46718.65066,10.5,e,2,5,0,0.5,8.372
48509.315989,10.5,e,2,6,0,0.5,8.372
49979.276864,10.5,e,2,7,0,0.5,8.372
51037.463204,10.5,e,2,8,0,0.5,8.372
37521.450574,10.5,f,2,1,0,-0.5,8.372
40203.49238,10.5,f,2,2,0,-0.5,8.372
42681.937657,10.5,f,2,3,0,-0.5,8.372
44948.076448,10.5,f,2,4,0,-0.5,8.372
46976.179231,10.5,f,2,5,0,-0.5,8.372
48745.498645,10.5,f,2,6,0,-0.5,8.372
50180.484251,10.5,f,2,7,0,-0.5,8.372
51182.232427,10.5,f,2,8,0,-0.5,8.372
37894.466087,11.5,f,2,1,0,0.5,8.372
40556.24717,11.5,f,2,2,0,0.5,8.372
43013.747484,11.5,f,2,3,0,0.5,8.372
45257.100965,11.5,f,2,4,0,0.5,8.372
47264.599021,11.5,f,2,5,0,0.5,8.372
49000.568058,11.5,f,2,6,0,0.5,8.372
50390.057618,11.5,f,2,7,0,0.5,8.372
37523.840376,11.5,e,2,1,0,-0.5,8.372
40205.779052,11.5,e,2,2,0,-0.5,8.372
42684.174246,11.5,e,2,3,0,-0.5,8.372
44949.377757,11.5,e,2,4,0,-0.5,8.372
46975.809336,11.5,e,2,5,0,-0.5,8.372
48747.194612,11.5,e,2,6,0,-0.5,8.372
50181.913752,11.5,e,2,7,0,-0.5,8.372
51182.324216,11.5,e,2,8,0,-0.5,8.372
37897.052064,12.5,e,2,1,0,0.5,8.372
40558.698165,12.5,e,2,2,0,0.5,8.372
43016.164446,12.5,e,2,3,0,0.5,8.372
45259.220904,12.5,e,2,4,0,0.5,8.372
47266.609323,12.5,e,2,5,0,0.5,8.372
49002.44526,12.5,e,2,6,0,0.5,8.372
50392.153343,12.5,e,2,7,0,0.5,8.372
38295.979686,12.5,f,2,1,0,-0.5,8.372
40935.803808,12.5,f,2,2,0,-0.5,8.372
43370.517141,12.5,f,2,3,0,-0.5,8.372
45588.330705,12.5,f,2,4,0,-0.5,8.372
47573.448768,12.5,f,2,5,0,-0.5,8.372
49273.623129,12.5,f,2,6,0,-0.5,8.372
50628.55441,12.5,f,2,7,0,-0.5,8.372
35911.715402,13.5,f,2,0,0,0.5,8.372
38725.379788,13.5,f,2,1,0,0.5,8.372
41341.533109,13.5,f,2,2,0,0.5,8.372
43751.60141,13.5,f,2,3,0,0.5,8.372
45943.66749,13.5,f,2,4,0,0.5,8.372
47888.694571,13.5,f,2,5,0,0.5,8.372
47896.799593,13.5,f,2,6,0,0.5,8.372
49562.941788,13.5,f,2,7,0,0.5,8.372
38298.75895,13.5,e,2,1,0,-0.5,8.372
40938.460307,13.5,e,2,2,0,-0.5,8.372
43373.113653,13.5,e,2,3,0,-0.5,8.372
45590.443942,13.5,e,2,4,0,-0.5,8.372
47574.546672,13.5,e,2,5,0,-0.5,8.372
49275.659706,13.5,e,2,6,0,-0.5,8.372
50630.185378,13.5,e,2,7,0,-0.5,8.372
35914.812586,14.5,e,2,0,0,0.5,8.372
38728.349228,14.5,e,2,1,0,0.5,8.372
41344.374142,14.5,e,2,2,0,0.5,8.372
43754.381219,14.5,e,2,3,0,0.5,8.372
45945.717884,14.5,e,2,4,0,0.5,8.372
47887.797023,14.5,e,2,5,0,0.5,8.372
47901.735029,14.5,e,2,6,0,0.5,8.372
49565.145851,14.5,e,2,7,0,0.5,8.372
36393.246941,14.5,f,2,0,0,-0.5,8.372
39182.011698,14.5,f,2,1,0,-0.5,8.372
41772.753788,14.5,f,2,2,0,-0.5,8.372
44156.121842,14.5,f,2,3,0,-0.5,8.372
46318.742832,14.5,f,2,4,0,-0.5,8.372
48240.123906,14.5,f,2,5,0,-0.5,8.372
49867.823824,14.5,f,2,6,0,-0.5,8.372
51120.570424,14.5,f,2,7,0,-0.5,8.372
36902.960614,15.5,f,2,0,0,0.5,8.372
39665.178253,15.5,f,2,1,0,0.5,8.372
42228.768102,15.5,f,2,2,0,0.5,8.372
44584.281885,15.5,f,2,3,0,0.5,8.372
46717.176878,15.5,f,2,4,0,0.5,8.372
48603.448481,15.5,f,2,5,0,0.5,8.372
50186.504267,15.5,f,2,6,0,0.5,8.372
36396.539439,15.5,e,2,0,0,-0.5,8.372
39185.16798,15.5,e,2,1,0,-0.5,8.372
41775.767039,15.5,e,2,2,0,-0.5,8.372
44159.179056,15.5,e,2,3,0,-0.5,8.372
46322.648662,15.5,e,2,4,0,-0.5,8.372
48242.064744,15.5,e,2,5,0,-0.5,8.372
49869.845067,15.5,e,2,6,0,-0.5,8.372
51122.275828,15.5,e,2,7,0,-0.5,8.372
36906.44484,16.5,e,2,0,0,0.5,8.372
39668.517818,16.5,e,2,1,0,0.5,8.372
42231.954541,16.5,e,2,2,0,0.5,8.372
44587.217461,16.5,e,2,3,0,0.5,8.372
46720.084409,16.5,e,2,4,0,0.5,8.372
48605.791839,16.5,e,2,5,0,0.5,8.372
50188.782617,16.5,e,2,6,0,0.5,8.372
37440.119462,16.5,f,2,0,0,-0.5,8.372
40174.140409,16.5,f,2,1,0,-0.5,8.372
42708.822204,16.5,f,2,2,0,-0.5,8.372
45034.056961,16.5,f,2,3,0,-0.5,8.372
47134.369414,16.5,f,2,4,0,-0.5,8.372
48987.321098,16.5,f,2,5,0,-0.5,8.372
50517.244275,16.5,f,2,6,0,-0.5,8.372
38003.947059,17.5,f,2,0,0,0.5,8.372
40708.117763,17.5,f,2,1,0,0.5,8.372
43212.121129,17.5,f,2,2,0,0.5,8.372
45505.160902,17.5,f,2,3,0,0.5,8.372
47570.429779,17.5,f,2,4,0,0.5,8.372
49373.182158,17.5,f,2,5,0,0.5,8.372
50858.778395,17.5,f,2,6,0,0.5,8.372
37443.79163,17.5,e,2,0,0,-0.5,8.372
40177.659477,17.5,e,2,1,0,-0.5,8.372
42712.184446,17.5,e,2,2,0,-0.5,8.372
45037.227106,17.5,e,2,3,0,-0.5,8.372
47137.351127,17.5,e,2,4,0,-0.5,8.372
48987.56167,17.5,e,2,5,0,-0.5,8.372
50520.304157,17.5,e,2,6,0,-0.5,8.372
38007.803174,18.5,e,2,0,0,0.5,8.372
40711.812327,18.5,e,2,1,0,0.5,8.372
43215.641863,18.5,e,2,2,0,0.5,8.372
45508.419407,18.5,e,2,3,0,0.5,8.372
47573.524218,18.5,e,2,4,0,0.5,8.372
49376.16649,18.5,e,2,5,0,0.5,8.372
50861.563356,18.5,e,2,6,0,0.5,8.372
38593.628417,18.5,f,2,0,0,-0.5,8.372
41266.288978,18.5,f,2,1,0,-0.5,8.372
43737.803174,18.5,f,2,2,0,-0.5,8.372
45997.113958,18.5,f,2,3,0,-0.5,8.372
48024.359021,18.5,f,2,4,0,-0.5,8.372
49785.548263,18.5,f,2,5,0,-0.5,8.372
51209.44659,18.5,f,2,6,0,-0.5,8.372
39208.310854,19.5,f,2,0,0,0.5,8.372
41847.792078,19.5,f,2,1,0,0.5,8.372
44284.982585,19.5,f,2,2,0,0.5,8.372
46507.361959,19.5,f,2,3,0,0.5,8.372
48495.038197,19.5,f,2,4,0,0.5,8.372
50208.725534,19.5,f,2,5,0,0.5,8.372
38597.664284,19.5,e,2,0,0,-0.5,8.372
41270.154806,19.5,e,2,1,0,-0.5,8.372
43741.495929,19.5,e,2,2,0,-0.5,8.372
46000.888723,19.5,e,2,3,0,-0.5,8.372
48027.578115,19.5,e,2,4,0,-0.5,8.372
49787.630293,19.5,e,2,5,0,-0.5,8.372
51212.466928,19.5,e,2,6,0,-0.5,8.372
39212.522084,20.5,e,2,0,0,0.5,8.372
41851.824704,20.5,e,2,1,0,0.5,8.372
44288.830192,20.5,e,2,2,0,0.5,8.372
46511.0955,20.5,e,2,3,0,0.5,8.372
48498.394407,20.5,e,2,4,0,0.5,8.372
50211.646868,20.5,e,2,5,0,0.5,8.372
39847.104814,20.5,f,2,0,0,-0.5,8.372
42451.724653,20.5,f,2,1,0,-0.5,8.372
44852.732739,20.5,f,2,2,0,-0.5,8.372
47029.272273,20.5,f,2,3,0,-0.5,8.372
47037.599169,20.5,f,2,4,0,-0.5,8.372
48981.214008,20.5,f,2,5,0,-0.5,8.372
40509.084598,21.5,f,2,0,0,0.5,8.372
43077.142885,21.5,f,2,1,0,0.5,8.372
45440.063254,21.5,f,2,2,0,0.5,8.372
47583.31467,21.5,f,2,3,0,0.5,8.372
49481.21766,21.5,f,2,4,0,0.5,8.372
51084.834562,21.5,f,2,5,0,0.5,8.372
39851.486823,21.5,e,2,0,0,-0.5,8.372
42455.919317,21.5,e,2,1,0,-0.5,8.372
44856.740266,21.5,e,2,2,0,-0.5,8.372
47040.662424,21.5,e,2,3,0,-0.5,8.372
48984.75264,21.5,e,2,4,0,-0.5,8.372
50645.429455,21.5,e,2,5,0,-0.5,8.372
40513.632614,22.5,e,2,0,0,0.5,8.372
43081.495065,22.5,e,2,1,0,0.5,8.372
45444.187514,22.5,e,2,2,0,0.5,8.372
47587.254416,22.5,e,2,3,0,0.5,8.372
49485.313509,22.5,e,2,4,0,0.5,8.372
51087.914735,22.5,e,2,5,0,0.5,8.372
41193.288996,22.5,f,2,0,0,-0.5,8.372
43723.064022,22.5,f,2,1,0,-0.5,8.372
46045.902724,22.5,f,2,2,0,-0.5,8.372
48145.992795,22.5,f,2,3,0,-0.5,8.372
49995.953132,22.5,f,2,4,0,-0.5,8.372
41898.721768,23.5,f,2,0,0,0.5,8.372
44388.461777,23.5,f,2,1,0,0.5,8.372
46669.231557,23.5,f,2,2,0,0.5,8.372
48723.848885,23.5,f,2,3,0,0.5,8.372
50519.830674,23.5,f,2,4,0,0.5,8.372
41197.998055,23.5,e,2,0,0,-0.5,8.372
43727.568256,23.5,e,2,1,0,-0.5,8.372
46050.208145,23.5,e,2,2,0,-0.5,8.372
48149.983677,23.5,e,2,3,0,-0.5,8.372
49998.597368,23.5,e,2,4,0,-0.5,8.372
41903.586724,24.5,e,2,0,0,0.5,8.372
44393.113133,24.5,e,2,1,0,0.5,8.372
46673.617386,24.5,e,2,2,0,0.5,8.372
48727.986736,24.5,e,2,3,0,0.5,8.372
50522.953507,24.5,e,2,4,0,0.5,8.372
42624.351967,24.5,f,2,0,0,-0.5,8.372
45072.265236,24.5,f,2,1,0,-0.5,8.372
47308.794216,24.5,f,2,2,0,-0.5,8.372
49314.199264,24.5,f,2,3,0,-0.5,8.372
51053.273636,24.5,f,2,4,0,-0.5,8.372
43369.114016,25.5,f,2,0,0,0.5,8.372
45773.369313,25.5,f,2,1,0,0.5,8.372
47963.590243,25.5,f,2,2,0,0.5,8.372
49918.843725,25.5,f,2,3,0,0.5,8.372
42629.367487,25.5,e,2,0,0,-0.5,8.372
45077.050116,25.5,e,2,1,0,-0.5,8.372
47313.377936,25.5,e,2,2,0,-0.5,8.372
49318.788199,25.5,e,2,3,0,-0.5,8.372
51056.514871,25.5,e,2,4,0,-0.5,8.372
43374.274576,26.5,e,2,0,0,0.5,8.372
45778.293225,26.5,e,2,1,0,0.5,8.372
47968.197271,26.5,e,2,2,0,0.5,8.372
49923.916431,26.5,e,2,3,0,0.5,8.372
44131.907501,26.5,f,2,0,0,-0.5,8.372
46490.593095,26.5,f,2,1,0,-0.5,8.372
48631.967933,26.5,f,2,2,0,-0.5,8.372
50512.854005,26.5,f,2,3,0,-0.5,8.372
44911.596741,27.5,f,2,0,0,0.5,8.372
47222.767548,27.5,f,2,1,0,0.5,8.372
49312.88198,27.5,f,2,2,0,0.5,8.372
51157.045407,27.5,f,2,3,0,0.5,8.372
44137.207393,27.5,e,2,0,0,-0.5,8.372
46495.652596,27.5,e,2,1,0,-0.5,8.372
48636.803713,27.5,e,2,2,0,-0.5,8.372
50536.509544,27.5,e,2,3,0,-0.5,8.372
44917.030013,28.5,e,2,0,0,0.5,8.372
47227.949023,28.5,e,2,1,0,0.5,8.372
49317.666763,28.5,e,2,2,0,0.5,8.372
51160.10553,28.5,e,2,3,0,0.5,8.372
45707.009469,28.5,f,2,0,0,-0.5,8.372
47968.580023,28.5,f,2,1,0,-0.5,8.372
50004.88463,28.5,f,2,2,0,-0.5,8.372
46516.935649,29.5,f,2,0,0,0.5,8.372
48726.800535,29.5,f,2,1,0,0.5,8.372
50703.6412,29.5,f,2,2,0,0.5,8.372
45712.57002,29.5,e,2,0,0,-0.5,8.372
47973.797195,29.5,e,2,1,0,-0.5,8.372
50009.932428,29.5,e,2,2,0,-0.5,8.372
46522.617094,30.5,e,2,0,0,0.5,8.372
48732.176206,30.5,e,2,1,0,0.5,8.372
50711.711213,30.5,e,2,2,0,0.5,8.372
47340.125028,30.5,f,2,0,0,-0.5,8.372
49495.845292,30.5,f,2,1,0,-0.5,8.372
51414.886877,30.5,f,2,2,0,-0.5,8.372
48175.285024,31.5,f,2,0,0,0.5,8.372
50274.485039,31.5,f,2,1,0,0.5,8.372
47345.920644,31.5,e,2,0,0,-0.5,8.372
49501.382466,31.5,e,2,1,0,-0.5,8.372
51420.110725,31.5,e,2,2,0,-0.5,8.372
48181.186882,32.5,e,2,0,0,0.5,8.372
50279.979299,32.5,e,2,1,0,0.5,8.372
49021.068016,32.5,f,2,0,0,-0.5,8.372
51060.906777,32.5,f,2,1,0,-0.5,8.372
49876.084822,33.5,f,2,0,0,0.5,8.372
49027.072347,33.5,e,2,0,0,-0.5,8.372
51066.635249,33.5,e,2,1,0,-0.5,8.372
49882.182426,34.5,e,2,0,0,0.5,8.372
50738.87458,34.5,f,2,0,0,-0.5,8.372
50745.058885,35.5,e,2,0,0,-0.5,8.372
38222.286623,0.5,e,2,2,0,0.5,8.373
40815.395861,0.5,e,2,3,0,0.5,8.373
43200.728305,0.5,e,2,4,0,0.5,8.373
45366.220312,0.5,e,2,5,0,0.5,8.373
47284.457415,0.5,e,2,6,0,0.5,8.373
48909.511782,0.5,e,2,7,0,0.5,8.373
50179.422744,0.5,e,2,8,0,0.5,8.373
51011.150586,0.5,e,2,9,0,0.5,8.373
38252.648647,0.5,f,2,2,0,-0.5,8.373
40844.030914,0.5,f,2,3,0,-0.5,8.373
43227.453475,0.5,f,2,4,0,-0.5,8.373
45390.683592,0.5,f,2,5,0,-0.5,8.373
47306.920174,0.5,f,2,6,0,-0.5,8.373
48929.462387,0.5,f,2,7,0,-0.5,8.373
50195.952865,0.5,f,2,8,0,-0.5,8.373
51022.973123,0.5,f,2,9,0,-0.5,8.373
38313.629662,1.5,f,2,2,0,0.5,8.373
40901.550636,1.5,f,2,3,0,0.5,8.373
43281.883391,1.5,f,2,4,0,0.5,8.373
45440.191747,1.5,f,2,5,0,0.5,8.373
47352.133307,1.5,f,2,6,0,0.5,8.373
48969.510936,1.5,f,2,7,0,0.5,8.373
50229.046772,1.5,f,2,8,0,0.5,8.373
51046.577001,1.5,f,2,9,0,0.5,8.373
38252.954416,1.5,e,2,2,0,-0.5,8.373
40844.321794,1.5,e,2,3,0,-0.5,8.373
43227.764888,1.5,e,2,4,0,-0.5,8.373
45390.911337,1.5,e,2,5,0,-0.5,8.373
47307.130779,1.5,e,2,6,0,-0.5,8.373
48929.673179,1.5,e,2,7,0,-0.5,8.373
50196.14288,1.5,e,2,8,0,-0.5,8.373
51023.10611,1.5,e,2,9,0,-0.5,8.373
38314.13887,2.5,e,2,2,0,0.5,8.373
40902.034333,2.5,e,2,3,0,0.5,8.373
43282.212511,2.5,e,2,4,0,0.5,8.373
45440.602316,2.5,e,2,5,0,0.5,8.373
47352.502162,2.5,e,2,6,0,0.5,8.373
48969.871083,2.5,e,2,7,0,0.5,8.373
50229.401227,2.5,e,2,8,0,0.5,8.373
51046.800786,2.5,e,2,9,0,0.5,8.373
35621.897734,2.5,f,2,1,0,-0.5,8.373
38405.029444,2.5,f,2,2,0,-0.5,8.373
40987.751098,2.5,f,2,3,0,-0.5,8.373
43362.039842,2.5,f,2,4,0,-0.5,8.373
45514.629599,2.5,f,2,5,0,-0.5,8.373
47419.981765,2.5,f,2,6,0,-0.5,8.373
49029.738453,2.5,f,2,7,0,-0.5,8.373
50278.754164,2.5,f,2,8,0,-0.5,8.373
51081.547881,2.5,f,2,9,0,-0.5,8.373
35750.301684,3.5,f,2,1,0,0.5,8.373
38526.701602,3.5,f,2,2,0,0.5,8.373
41102.544283,3.5,f,2,3,0,0.5,8.373
43469.934965,3.5,f,2,4,0,0.5,8.373
45615.173129,3.5,f,2,5,0,0.5,8.373
47510.137048,3.5,f,2,6,0,0.5,8.373
49109.090348,3.5,f,2,7,0,0.5,8.373
50343.961259,3.5,f,2,8,0,0.5,8.373
51127.583974,3.5,f,2,9,0,0.5,8.373
35622.641436,3.5,e,2,1,0,-0.5,8.373
38405.741524,3.5,e,2,2,0,-0.5,8.373
40988.426676,3.5,e,2,3,0,-0.5,8.373
43363.299075,3.5,e,2,4,0,-0.5,8.373
45515.22442,3.5,e,2,5,0,-0.5,8.373
47420.508146,3.5,e,2,6,0,-0.5,8.373
49029.89972,3.5,e,2,7,0,-0.5,8.373
50278.756782,3.5,e,2,8,0,-0.5,8.373
51081.874391,3.5,e,2,9,0,-0.5,8.373
35751.256462,4.5,e,2,1,0,0.5,8.373
38527.615417,4.5,e,2,2,0,0.5,8.373
41103.404168,4.5,e,2,3,0,0.5,8.373
43470.738234,4.5,e,2,4,0,0.5,8.373
45614.086745,4.5,e,2,5,0,0.5,8.373
47510.784933,4.5,e,2,6,0,0.5,8.373
49109.764363,4.5,e,2,7,0,0.5,8.373
50344.6427,4.5,e,2,8,0,0.5,8.373
51127.749889,4.5,e,2,9,0,0.5,8.373
35910.466355,4.5,f,2,1,0,-0.5,8.373
38678.448901,4.5,f,2,2,0,-0.5,8.373
41245.597762,4.5,f,2,3,0,-0.5,8.373
43603.770412,4.5,f,2,4,0,-0.5,8.373
45735.193384,4.5,f,2,5,0,-0.5,8.373
47619.964067,4.5,f,2,6,0,-0.5,8.373
49207.684631,4.5,f,2,7,0,-0.5,8.373
50425.203709,4.5,f,2,8,0,-0.5,8.373
36102.147959,5.5,f,2,1,0,0.5,8.373
38860.028471,5.5,f,2,2,0,0.5,8.373
41416.823549,5.5,f,2,3,0,0.5,8.373
43766.05885,5.5,f,2,4,0,0.5,8.373
45887.404592,5.5,f,2,5,0,0.5,8.373
47759.345657,5.5,f,2,6,0,0.5,8.373
49329.147631,5.5,f,2,7,0,0.5,8.373
50521.076537,5.5,f,2,8,0,0.5,8.373
35911.631155,5.5,e,2,1,0,-0.5,8.373
38679.564019,5.5,e,2,2,0,-0.5,8.373
41246.657948,5.5,e,2,3,0,-0.5,8.373
43604.570137,5.5,e,2,4,0,-0.5,8.373
45738.288023,5.5,e,2,5,0,-0.5,8.373
47622.047292,5.5,e,2,6,0,-0.5,8.373
49208.266902,5.5,e,2,7,0,-0.5,8.373
50425.850265,5.5,e,2,8,0,-0.5,8.373
36103.521493,6.5,e,2,1,0,0.5,8.373
38861.343295,6.5,e,2,2,0,0.5,8.373
41418.060294,6.5,e,2,3,0,0.5,8.373
43766.17377,6.5,e,2,4,0,0.5,8.373
45888.467529,6.5,e,2,5,0,0.5,8.373
47760.248325,6.5,e,2,6,0,0.5,8.373
49329.357802,6.5,e,2,7,0,0.5,8.373
50521.784442,6.5,e,2,8,0,0.5,8.373
36325.054796,6.5,f,2,1,0,-0.5,8.373
39071.147219,6.5,f,2,2,0,-0.5,8.373
41615.744681,6.5,f,2,3,0,-0.5,8.373
43951.078448,6.5,f,2,4,0,-0.5,8.373
46058.692364,6.5,f,2,5,0,-0.5,8.373
47914.912387,6.5,f,2,6,0,-0.5,8.373
49463.629096,6.5,f,2,7,0,-0.5,8.373
50632.824623,6.5,f,2,8,0,-0.5,8.373
36578.847705,7.5,f,2,1,0,0.5,8.373
39311.464612,7.5,f,2,2,0,0.5,8.373
41842.192625,7.5,f,2,3,0,0.5,8.373
44162.797052,7.5,f,2,4,0,0.5,8.373
