E,J,e/f,State,v,Lambda,Sigma,L
44284.979306,19.5,f,2,2,0,0.5,8.024
46507.346421,19.5,f,2,3,0,0.5,8.024
48494.752824,19.5,f,2,4,0,0.5,8.024
50209.090936,19.5,f,2,5,0,0.5,8.024
38597.664284,19.5,e,2,0,0,-0.5,8.024
41270.154797,19.5,e,2,1,0,-0.5,8.024
43741.469075,19.5,e,2,2,0,-0.5,8.024
45999.910034,19.5,e,2,3,0,-0.5,8.024
48027.28352,19.5,e,2,4,0,-0.5,8.024
49788.875328,19.5,e,2,5,0,-0.5,8.024
51210.993834,19.5,e,2,6,0,-0.5,8.024
39212.522084,20.5,e,2,0,0,0.5,8.024
41851.824712,20.5,e,2,1,0,0.5,8.024
44288.833367,20.5,e,2,2,0,0.5,8.024
46511.041668,20.5,e,2,3,0,0.5,8.024
48498.250333,20.5,e,2,4,0,0.5,8.024
50212.007141,20.5,e,2,5,0,0.5,8.024
39847.104814,20.5,f,2,0,0,-0.5,8.024
42451.724359,20.5,f,2,1,0,-0.5,8.024
44852.739833,20.5,f,2,2,0,-0.5,8.024
47036.777048,20.5,f,2,3,0,-0.5,8.024
48981.309153,20.5,f,2,4,0,-0.5,8.024
50643.017354,20.5,f,2,5,0,-0.5,8.024
40509.084599,21.5,f,2,0,0,0.5,8.024
43077.143224,21.5,f,2,1,0,0.5,8.024
45440.058296,21.5,f,2,2,0,0.5,8.024
47583.927108,21.5,f,2,3,0,0.5,8.024
49482.101636,21.5,f,2,4,0,0.5,8.024
51085.097957,21.5,f,2,5,0,0.5,8.024
39851.486823,21.5,e,2,0,0,-0.5,8.024
42455.919237,21.5,e,2,1,0,-0.5,8.024
44856.722495,21.5,e,2,2,0,-0.5,8.024
47040.584179,21.5,e,2,3,0,-0.5,8.024
48984.800074,21.5,e,2,4,0,-0.5,8.024
50645.789056,21.5,e,2,5,0,-0.5,8.024
40513.632614,22.5,e,2,0,0,0.5,8.024
43081.495361,22.5,e,2,1,0,0.5,8.024
45444.218932,22.5,e,2,2,0,0.5,8.024
47587.566142,22.5,e,2,3,0,0.5,8.024
49485.611613,22.5,e,2,4,0,0.5,8.024
51088.468068,22.5,e,2,5,0,0.5,8.024
41193.288996,22.5,f,2,0,0,-0.5,8.024
43723.063244,22.5,f,2,1,0,-0.5,8.024
46045.935224,22.5,f,2,2,0,-0.5,8.024
48143.290046,22.5,f,2,3,0,-0.5,8.024
48148.782152,22.5,f,2,4,0,-0.5,8.024
41898.721768,23.5,f,2,0,0,0.5,8.024
44388.461797,23.5,f,2,1,0,0.5,8.024
46669.279379,23.5,f,2,2,0,0.5,8.024
48723.795567,23.5,f,2,3,0,0.5,8.024
50520.109221,23.5,f,2,4,0,0.5,8.024
41197.998055,23.5,e,2,0,0,-0.5,8.024
43727.563209,23.5,e,2,1,0,-0.5,8.024
46050.182969,23.5,e,2,2,0,-0.5,8.024
48151.008273,23.5,e,2,3,0,-0.5,8.024
49999.22444,23.5,e,2,4,0,-0.5,8.024
41903.586728,24.5,e,2,0,0,0.5,8.024
44393.111782,24.5,e,2,1,0,0.5,8.024
46673.786603,24.5,e,2,2,0,0.5,8.024
48727.95042,24.5,e,2,3,0,0.5,8.024
50523.756532,24.5,e,2,4,0,0.5,8.024
42624.351962,24.5,f,2,0,0,-0.5,8.024
45072.265484,24.5,f,2,1,0,-0.5,8.024
47308.670193,24.5,f,2,2,0,-0.5,8.024
49314.566546,24.5,f,2,3,0,-0.5,8.024
51054.097283,24.5,f,2,4,0,-0.5,8.024
43369.11402,25.5,f,2,0,0,0.5,8.024
45773.368798,25.5,f,2,1,0,0.5,8.024
47963.481925,25.5,f,2,2,0,0.5,8.024
49918.149943,25.5,f,2,3,0,0.5,8.024
42629.36737,25.5,e,2,0,0,-0.5,8.024
45077.058028,25.5,e,2,1,0,-0.5,8.024
47313.23464,25.5,e,2,2,0,-0.5,8.024
49318.951769,25.5,e,2,3,0,-0.5,8.024
51057.735258,25.5,e,2,4,0,-0.5,8.024
43374.274583,26.5,e,2,0,0,0.5,8.024
45778.297753,26.5,e,2,1,0,0.5,8.024
47968.326695,26.5,e,2,2,0,0.5,8.024
49921.705943,26.5,e,2,3,0,0.5,8.024
44131.907447,26.5,f,2,0,0,-0.5,8.024
46490.605516,26.5,f,2,1,0,-0.5,8.024
48631.949757,26.5,f,2,2,0,-0.5,8.024
50531.629039,26.5,f,2,3,0,-0.5,8.024
44911.596722,27.5,f,2,0,0,0.5,8.024
47222.761086,27.5,f,2,1,0,0.5,8.024
49312.987941,27.5,f,2,2,0,0.5,8.024
51143.744644,27.5,f,2,3,0,0.5,8.024
44137.20742,27.5,e,2,0,0,-0.5,8.024
46495.657049,27.5,e,2,1,0,-0.5,8.024
48636.785895,27.5,e,2,2,0,-0.5,8.024
50536.474095,27.5,e,2,3,0,-0.5,8.024
44917.030045,28.5,e,2,0,0,0.5,8.024
47227.943776,28.5,e,2,1,0,0.5,8.024
49317.775786,28.5,e,2,2,0,0.5,8.024
51144.886792,28.5,e,2,3,0,0.5,8.024
45707.009461,28.5,f,2,0,0,-0.5,8.024
47968.604439,28.5,f,2,1,0,-0.5,8.024
50005.717768,28.5,f,2,2,0,-0.5,8.024
46516.935823,29.5,f,2,0,0,0.5,8.024
48726.78635,29.5,f,2,1,0,0.5,8.024
50705.835462,29.5,f,2,2,0,0.5,8.024
45712.570149,29.5,e,2,0,0,-0.5,8.024
47973.91153,29.5,e,2,1,0,-0.5,8.024
50010.668253,29.5,e,2,2,0,-0.5,8.024
46522.617662,30.5,e,2,0,0,0.5,8.024
48732.16982,30.5,e,2,1,0,0.5,8.024
50711.052533,30.5,e,2,2,0,0.5,8.024
47340.124647,30.5,f,2,0,0,-0.5,8.024
49495.87621,30.5,f,2,1,0,-0.5,8.024
51414.934679,30.5,f,2,2,0,-0.5,8.024
48175.283586,31.5,f,2,0,0,0.5,8.024
50274.495127,31.5,f,2,1,0,0.5,8.024
47345.919993,31.5,e,2,0,0,-0.5,8.024
49501.392284,31.5,e,2,1,0,-0.5,8.024
51419.995162,31.5,e,2,2,0,-0.5,8.024
48181.186089,32.5,e,2,0,0,0.5,8.024
50280.054357,32.5,e,2,1,0,0.5,8.024
49021.06787,32.5,f,2,0,0,-0.5,8.024
51060.878147,32.5,f,2,1,0,-0.5,8.024
49876.080016,33.5,f,2,0,0,0.5,8.024
49027.07229,33.5,e,2,0,0,-0.5,8.024
51066.658259,33.5,e,2,1,0,-0.5,8.024
49882.185041,34.5,e,2,0,0,0.5,8.024
50738.868921,34.5,f,2,0,0,-0.5,8.024
50745.026692,35.5,e,2,0,0,-0.5,8.024
38222.286632,0.5,e,2,2,0,0.5,8.025
40815.387719,0.5,e,2,3,0,0.5,8.025
43200.871798,0.5,e,2,4,0,0.5,8.025
45364.611201,0.5,e,2,5,0,0.5,8.025
47283.758879,0.5,e,2,6,0,0.5,8.025
48909.551825,0.5,e,2,7,0,0.5,8.025
50179.456572,0.5,e,2,8,0,0.5,8.025
51011.04735,0.5,e,2,9,0,0.5,8.025
38252.648663,0.5,f,2,2,0,-0.5,8.025
40844.0269,0.5,f,2,3,0,-0.5,8.025
43227.680806,0.5,f,2,4,0,-0.5,8.025
45389.333331,0.5,f,2,5,0,-0.5,8.025
47306.334399,0.5,f,2,6,0,-0.5,8.025
48929.50164,0.5,f,2,7,0,-0.5,8.025
50195.997408,0.5,f,2,8,0,-0.5,8.025
51022.873984,0.5,f,2,9,0,-0.5,8.025
38313.629594,1.5,f,2,2,0,0.5,8.025
40901.546346,1.5,f,2,3,0,0.5,8.025
43281.522902,1.5,f,2,4,0,0.5,8.025
45438.147274,1.5,f,2,5,0,0.5,8.025
47351.664485,1.5,f,2,6,0,0.5,8.025
48969.554716,1.5,f,2,7,0,0.5,8.025
50229.152671,1.5,f,2,8,0,0.5,8.025
51046.463605,1.5,f,2,9,0,0.5,8.025
38252.954428,1.5,e,2,2,0,-0.5,8.025
40844.320615,1.5,e,2,3,0,-0.5,8.025
43227.951901,1.5,e,2,4,0,-0.5,8.025
45389.603473,1.5,e,2,5,0,-0.5,8.025
47306.559143,1.5,e,2,6,0,-0.5,8.025
48929.711263,1.5,e,2,7,0,-0.5,8.025
50196.180805,1.5,e,2,8,0,-0.5,8.025
51023.003563,1.5,e,2,9,0,-0.5,8.025
38314.138818,2.5,e,2,2,0,0.5,8.025
40902.031062,2.5,e,2,3,0,0.5,8.025
43281.978532,2.5,e,2,4,0,0.5,8.025
45439.211337,2.5,e,2,5,0,0.5,8.025
47352.040581,2.5,e,2,6,0,0.5,8.025
48969.910884,2.5,e,2,7,0,0.5,8.025
50229.458374,2.5,e,2,8,0,0.5,8.025
51046.65831,2.5,e,2,9,0,0.5,8.025
35621.897734,2.5,f,2,1,0,-0.5,8.025
38405.029463,2.5,f,2,2,0,-0.5,8.025
40987.74372,2.5,f,2,3,0,-0.5,8.025
43361.99278,2.5,f,2,4,0,-0.5,8.025
45512.765387,2.5,f,2,5,0,-0.5,8.025
47419.504895,2.5,f,2,6,0,-0.5,8.025
49029.22028,2.5,f,2,7,0,-0.5,8.025
50278.631686,2.5,f,2,8,0,-0.5,8.025
51081.573979,2.5,f,2,9,0,-0.5,8.025
35750.301684,3.5,f,2,1,0,0.5,8.025
38526.701122,3.5,f,2,2,0,0.5,8.025
41102.526838,3.5,f,2,3,0,0.5,8.025
43469.781991,3.5,f,2,4,0,0.5,8.025
45616.325493,3.5,f,2,5,0,0.5,8.025
47509.011844,3.5,f,2,6,0,0.5,8.025
49109.192668,3.5,f,2,7,0,0.5,8.025
50343.077923,3.5,f,2,8,0,0.5,8.025
51127.450934,3.5,f,2,9,0,0.5,8.025
35622.641436,3.5,e,2,1,0,-0.5,8.025
38405.74155,3.5,e,2,2,0,-0.5,8.025
40988.414093,3.5,e,2,3,0,-0.5,8.025
43361.489556,3.5,e,2,4,0,-0.5,8.025
45513.045439,3.5,e,2,5,0,-0.5,8.025
47420.022468,3.5,e,2,6,0,-0.5,8.025
49029.983728,3.5,e,2,7,0,-0.5,8.025
50279.064792,3.5,e,2,8,0,-0.5,8.025
51081.985647,3.5,e,2,9,0,-0.5,8.025
35751.256462,4.5,e,2,1,0,0.5,8.025
38527.61526,4.5,e,2,2,0,0.5,8.025
41103.394035,4.5,e,2,3,0,0.5,8.025
43471.182225,4.5,e,2,4,0,0.5,8.025
45616.825901,4.5,e,2,5,0,0.5,8.025
47509.403616,4.5,e,2,6,0,0.5,8.025
49109.88578,4.5,e,2,7,0,0.5,8.025
50344.639277,4.5,e,2,8,0,0.5,8.025
51127.820013,4.5,e,2,9,0,0.5,8.025
35910.466355,4.5,f,2,1,0,-0.5,8.025
38678.448933,4.5,f,2,2,0,-0.5,8.025
41245.595714,4.5,f,2,3,0,-0.5,8.025
43603.942093,4.5,f,2,4,0,-0.5,8.025
45738.831994,4.5,f,2,5,0,-0.5,8.025
47626.282152,4.5,f,2,6,0,-0.5,8.025
49207.950444,4.5,f,2,7,0,-0.5,8.025
50425.219637,4.5,f,2,8,0,-0.5,8.025
36102.147959,5.5,f,2,1,0,0.5,8.025
38860.027912,5.5,f,2,2,0,0.5,8.025
41416.815652,5.5,f,2,3,0,0.5,8.025
43763.353842,5.5,f,2,4,0,0.5,8.025
45887.039774,5.5,f,2,5,0,0.5,8.025
47758.946016,5.5,f,2,6,0,0.5,8.025
49326.759883,5.5,f,2,7,0,0.5,8.025
50521.181883,5.5,f,2,8,0,0.5,8.025
35911.631155,5.5,e,2,1,0,-0.5,8.025
38679.564062,5.5,e,2,2,0,-0.5,8.025
41246.655228,5.5,e,2,3,0,-0.5,8.025
43604.926579,5.5,e,2,4,0,-0.5,8.025
45739.74229,5.5,e,2,5,0,-0.5,8.025
47626.578075,5.5,e,2,6,0,-0.5,8.025
49208.624655,5.5,e,2,7,0,-0.5,8.025
50425.994193,5.5,e,2,8,0,-0.5,8.025
36103.521493,6.5,e,2,1,0,0.5,8.025
38861.342861,6.5,e,2,2,0,0.5,8.025
41418.056617,6.5,e,2,3,0,0.5,8.025
43764.485074,6.5,e,2,4,0,0.5,8.025
45887.070468,6.5,e,2,5,0,0.5,8.025
47759.907509,6.5,e,2,6,0,0.5,8.025
49329.294858,6.5,e,2,7,0,0.5,8.025
50521.935271,6.5,e,2,8,0,0.5,8.025
36325.054796,6.5,f,2,1,0,-0.5,8.025
39071.147245,6.5,f,2,2,0,-0.5,8.025
41615.746778,6.5,f,2,3,0,-0.5,8.025
43950.619923,6.5,f,2,4,0,-0.5,8.025
46062.389423,6.5,f,2,5,0,-0.5,8.025
47914.660331,6.5,f,2,6,0,-0.5,8.025
49463.842175,6.5,f,2,7,0,-0.5,8.025
50631.209686,6.5,f,2,8,0,-0.5,8.025
36578.847705,7.5,f,2,1,0,0.5,8.025
39311.464046,7.5,f,2,2,0,0.5,8.025
41842.201993,7.5,f,2,3,0,0.5,8.025
44161.634601,7.5,f,2,4,0,0.5,8.025
46255.187599,7.5,f,2,5,0,0.5,8.025
48091.087859,7.5,f,2,6,0,0.5,8.025
49617.80839,7.5,f,2,7,0,0.5,8.025
50753.726891,7.5,f,2,8,0,0.5,8.025
36326.635544,7.5,e,2,1,0,-0.5,8.025
39072.660437,7.5,e,2,2,0,-0.5,8.025
41617.172812,7.5,e,2,3,0,-0.5,8.025
43951.900107,7.5,e,2,4,0,-0.5,8.025
46062.932482,7.5,e,2,5,0,-0.5,8.025
47915.726216,7.5,e,2,6,0,-0.5,8.025
49464.82348,7.5,e,2,7,0,-0.5,8.025
50632.003026,7.5,e,2,8,0,-0.5,8.025
36580.633915,8.5,e,2,1,0,0.5,8.025
39313.164851,8.5,e,2,2,0,0.5,8.025
41843.824286,8.5,e,2,3,0,0.5,8.025
44162.532312,8.5,e,2,4,0,0.5,8.025
46256.630724,8.5,e,2,5,0,0.5,8.025
48094.085991,8.5,e,2,6,0,0.5,8.025
49618.892974,8.5,e,2,7,0,0.5,8.025
50755.357725,8.5,e,2,8,0,0.5,8.025
36863.140584,8.5,f,2,1,0,-0.5,8.025
39580.592802,8.5,f,2,2,0,-0.5,8.025
42095.73424,8.5,f,2,3,0,-0.5,8.025
44399.324806,8.5,f,2,4,0,-0.5,8.025
46457.023674,8.5,f,2,5,0,-0.5,8.025
46475.859526,8.5,f,2,6,0,-0.5,8.025
48290.522568,8.5,f,2,7,0,-0.5,8.025
49788.350426,8.5,f,2,8,0,-0.5,8.025
37177.500953,9.5,f,2,1,0,0.5,8.025
39878.095612,9.5,f,2,2,0,0.5,8.025
42375.745982,9.5,f,2,3,0,0.5,8.025
44661.148799,9.5,f,2,4,0,0.5,8.025
46715.82944,9.5,f,2,5,0,0.5,8.025
48507.619362,9.5,f,2,6,0,0.5,8.025
49978.508334,9.5,f,2,7,0,0.5,8.025
51036.575259,9.5,f,2,8,0,0.5,8.025
36865.130276,9.5,e,2,1,0,-0.5,8.025
39582.497168,9.5,e,2,2,0,-0.5,8.025
42097.518751,9.5,e,2,3,0,-0.5,8.025
44400.999222,9.5,e,2,4,0,-0.5,8.025
46457.30654,9.5,e,2,5,0,-0.5,8.025
46479.279231,9.5,e,2,6,0,-0.5,8.025
48291.962083,9.5,e,2,7,0,-0.5,8.025
49789.07822,9.5,e,2,8,0,-0.5,8.025
37179.691918,10.5,e,2,1,0,0.5,8.025
39880.191895,10.5,e,2,2,0,0.5,8.025
42377.796874,10.5,e,2,3,0,0.5,8.025
44663.195277,10.5,e,2,4,0,0.5,8.025
46717.589871,10.5,e,2,5,0,0.5,8.025
48508.924135,10.5,e,2,6,0,0.5,8.025
49979.69401,10.5,e,2,7,0,0.5,8.025
51037.612793,10.5,e,2,8,0,0.5,8.025
37521.450574,10.5,f,2,1,0,-0.5,8.025
40203.489791,10.5,f,2,2,0,-0.5,8.025
42681.781691,10.5,f,2,3,0,-0.5,8.025
44946.651114,10.5,f,2,4,0,-0.5,8.025
46969.916693,10.5,f,2,5,0,-0.5,8.025
46985.862412,10.5,f,2,6,0,-0.5,8.025
48745.477361,10.5,f,2,7,0,-0.5,8.025
50180.703711,10.5,f,2,8,0,-0.5,8.025
37894.466087,11.5,f,2,1,0,0.5,8.025
40556.253045,11.5,f,2,2,0,0.5,8.025
43013.740853,11.5,f,2,3,0,0.5,8.025
45256.443303,11.5,f,2,4,0,0.5,8.025
47264.147182,11.5,f,2,5,0,0.5,8.025
49000.592621,11.5,f,2,6,0,0.5,8.025
50396.939343,11.5,f,2,7,0,0.5,8.025
37523.840376,11.5,e,2,1,0,-0.5,8.025
40205.776215,11.5,e,2,2,0,-0.5,8.025
42683.134523,11.5,e,2,3,0,-0.5,8.025
44948.172946,11.5,e,2,4,0,-0.5,8.025
46973.045381,11.5,e,2,5,0,-0.5,8.025
46985.402843,11.5,e,2,6,0,-0.5,8.025
48747.180806,11.5,e,2,7,0,-0.5,8.025
50182.551155,11.5,e,2,8,0,-0.5,8.025
37897.052064,12.5,e,2,1,0,0.5,8.025
40558.725575,12.5,e,2,2,0,0.5,8.025
43016.03424,12.5,e,2,3,0,0.5,8.025
45258.635631,12.5,e,2,4,0,0.5,8.025
47265.510175,12.5,e,2,5,0,0.5,8.025
49002.497405,12.5,e,2,6,0,0.5,8.025
50399.260172,12.5,e,2,7,0,0.5,8.025
38295.979686,12.5,f,2,1,0,-0.5,8.025
40935.803598,12.5,f,2,2,0,-0.5,8.025
43370.528437,12.5,f,2,3,0,-0.5,8.025
45588.398462,12.5,f,2,4,0,-0.5,8.025
47571.22502,12.5,f,2,5,0,-0.5,8.025
49273.66222,12.5,f,2,6,0,-0.5,8.025
50628.847896,12.5,f,2,7,0,-0.5,8.025
35911.715402,13.5,f,2,0,0,0.5,8.025
38725.379788,13.5,f,2,1,0,0.5,8.025
41341.525528,13.5,f,2,2,0,0.5,8.025
43751.651466,13.5,f,2,3,0,0.5,8.025
45944.769255,13.5,f,2,4,0,0.5,8.025
47884.689856,13.5,f,2,5,0,0.5,8.025
47902.299022,13.5,f,2,6,0,0.5,8.025
49563.001221,13.5,f,2,7,0,0.5,8.025
38298.758951,13.5,e,2,1,0,-0.5,8.025
40938.459992,13.5,e,2,2,0,-0.5,8.025
43373.007901,13.5,e,2,3,0,-0.5,8.025
45591.103877,13.5,e,2,4,0,-0.5,8.025
47573.19051,13.5,e,2,5,0,-0.5,8.025
49275.674894,13.5,e,2,6,0,-0.5,8.025
50630.510185,13.5,e,2,7,0,-0.5,8.025
35914.812586,14.5,e,2,0,0,0.5,8.025
38728.349229,14.5,e,2,1,0,0.5,8.025
41344.365655,14.5,e,2,2,0,0.5,8.025
43754.288802,14.5,e,2,3,0,0.5,8.025
45946.989328,14.5,e,2,4,0,0.5,8.025
47885.915472,14.5,e,2,5,0,0.5,8.025
47905.095956,14.5,e,2,6,0,0.5,8.025
49565.209791,14.5,e,2,7,0,0.5,8.025
36393.246942,14.5,f,2,0,0,-0.5,8.025
39182.011697,14.5,f,2,1,0,-0.5,8.025
41772.772309,14.5,f,2,2,0,-0.5,8.025
44156.406591,14.5,f,2,3,0,-0.5,8.025
46315.692808,14.5,f,2,4,0,-0.5,8.025
46324.097828,14.5,f,2,5,0,-0.5,8.025
48239.593276,14.5,f,2,6,0,-0.5,8.025
49867.420576,14.5,f,2,7,0,-0.5,8.025
36902.960614,15.5,f,2,0,0,0.5,8.025
39665.178254,15.5,f,2,1,0,0.5,8.025
42228.768963,15.5,f,2,2,0,0.5,8.025
44583.490965,15.5,f,2,3,0,0.5,8.025
44586.516437,15.5,f,2,4,0,0.5,8.025
46714.181022,15.5,f,2,5,0,0.5,8.025
48603.24562,15.5,f,2,6,0,0.5,8.025
36396.539439,15.5,e,2,0,0,-0.5,8.025
39185.167981,15.5,e,2,1,0,-0.5,8.025
41775.769069,15.5,e,2,2,0,-0.5,8.025
44159.154029,15.5,e,2,3,0,-0.5,8.025
46326.284402,15.5,e,2,4,0,-0.5,8.025
48241.503602,15.5,e,2,5,0,-0.5,8.025
49869.887397,15.5,e,2,6,0,-0.5,8.025
51122.682111,15.5,e,2,7,0,-0.5,8.025
36906.444841,16.5,e,2,0,0,0.5,8.025
39668.517823,16.5,e,2,1,0,0.5,8.025
42231.956414,16.5,e,2,2,0,0.5,8.025
44584.180182,16.5,e,2,3,0,0.5,8.025
44588.822518,16.5,e,2,4,0,0.5,8.025
46722.41212,16.5,e,2,5,0,0.5,8.025
48605.634896,16.5,e,2,6,0,0.5,8.025
37440.119462,16.5,f,2,0,0,-0.5,8.025
40174.140409,16.5,f,2,1,0,-0.5,8.025
42708.826928,16.5,f,2,2,0,-0.5,8.025
45033.980306,16.5,f,2,3,0,-0.5,8.025
47134.239814,16.5,f,2,4,0,-0.5,8.025
48988.263301,16.5,f,2,5,0,-0.5,8.025
50517.376602,16.5,f,2,6,0,-0.5,8.025
38003.947059,17.5,f,2,0,0,0.5,8.025
40708.117738,17.5,f,2,1,0,0.5,8.025
43212.131689,17.5,f,2,2,0,0.5,8.025
45504.992026,17.5,f,2,3,0,0.5,8.025
47570.855189,17.5,f,2,4,0,0.5,8.025
49375.545919,17.5,f,2,5,0,0.5,8.025
50859.578507,17.5,f,2,6,0,0.5,8.025
37443.79163,17.5,e,2,0,0,-0.5,8.025
40177.65949,17.5,e,2,1,0,-0.5,8.025
42712.190382,17.5,e,2,2,0,-0.5,8.025
45037.290889,17.5,e,2,3,0,-0.5,8.025
47136.571214,17.5,e,2,4,0,-0.5,8.025
48988.015951,17.5,e,2,5,0,-0.5,8.025
50519.620553,17.5,e,2,6,0,-0.5,8.025
38007.803174,18.5,e,2,0,0,0.5,8.025
40711.812148,18.5,e,2,1,0,0.5,8.025
43215.648936,18.5,e,2,2,0,0.5,8.025
45508.434195,18.5,e,2,3,0,0.5,8.025
47573.048462,18.5,e,2,4,0,0.5,8.025
49379.545811,18.5,e,2,5,0,0.5,8.025
50861.901188,18.5,e,2,6,0,0.5,8.025
38593.628417,18.5,f,2,0,0,-0.5,8.025
41266.288973,18.5,f,2,1,0,-0.5,8.025
43737.800376,18.5,f,2,2,0,-0.5,8.025
45996.174776,18.5,f,2,3,0,-0.5,8.025
48023.131232,18.5,f,2,4,0,-0.5,8.025
49786.146011,18.5,f,2,5,0,-0.5,8.025
51208.422427,18.5,f,2,6,0,-0.5,8.025
39208.310854,19.5,f,2,0,0,0.5,8.025
41847.792086,19.5,f,2,1,0,0.5,8.025
44284.978064,19.5,f,2,2,0,0.5,8.025
46507.072627,19.5,f,2,3,0,0.5,8.025
48494.663663,19.5,f,2,4,0,0.5,8.025
50209.066334,19.5,f,2,5,0,0.5,8.025
38597.664284,19.5,e,2,0,0,-0.5,8.025
41270.154796,19.5,e,2,1,0,-0.5,8.025
43741.466275,19.5,e,2,2,0,-0.5,8.025
45999.885555,19.5,e,2,3,0,-0.5,8.025
48027.253537,19.5,e,2,4,0,-0.5,8.025
49788.822063,19.5,e,2,5,0,-0.5,8.025
51210.566963,19.5,e,2,6,0,-0.5,8.025
39212.522084,20.5,e,2,0,0,0.5,8.025
41851.824711,20.5,e,2,1,0,0.5,8.025
44288.832459,20.5,e,2,2,0,0.5,8.025
46511.028315,20.5,e,2,3,0,0.5,8.025
48498.219852,20.5,e,2,4,0,0.5,8.025
50211.987209,20.5,e,2,5,0,0.5,8.025
39847.104814,20.5,f,2,0,0,-0.5,8.025
42451.724341,20.5,f,2,1,0,-0.5,8.025
44852.73829,20.5,f,2,2,0,-0.5,8.025
47036.747772,20.5,f,2,3,0,-0.5,8.025
48981.246115,20.5,f,2,4,0,-0.5,8.025
50642.849819,20.5,f,2,5,0,-0.5,8.025
40509.084599,21.5,f,2,0,0,0.5,8.025
43077.143218,21.5,f,2,1,0,0.5,8.025
45440.057498,21.5,f,2,2,0,0.5,8.025
47583.759801,21.5,f,2,3,0,0.5,8.025
49482.041767,21.5,f,2,4,0,0.5,8.025
51084.933811,21.5,f,2,5,0,0.5,8.025
39851.486823,21.5,e,2,0,0,-0.5,8.025
42455.919225,21.5,e,2,1,0,-0.5,8.025
44856.719849,21.5,e,2,2,0,-0.5,8.025
47040.538295,21.5,e,2,3,0,-0.5,8.025
48984.766949,21.5,e,2,4,0,-0.5,8.025
50645.696446,21.5,e,2,5,0,-0.5,8.025
40513.632614,22.5,e,2,0,0,0.5,8.025
43081.495352,22.5,e,2,1,0,0.5,8.025
45444.217787,22.5,e,2,2,0,0.5,8.025
47587.432608,22.5,e,2,3,0,0.5,8.025
49485.574541,22.5,e,2,4,0,0.5,8.025
51088.345984,22.5,e,2,5,0,0.5,8.025
41193.288996,22.5,f,2,0,0,-0.5,8.025
43723.063007,22.5,f,2,1,0,-0.5,8.025
46045.928576,22.5,f,2,2,0,-0.5,8.025
48140.916352,22.5,f,2,3,0,-0.5,8.025
48147.632853,22.5,f,2,4,0,-0.5,8.025
41898.721768,23.5,f,2,0,0,0.5,8.025
44388.461772,23.5,f,2,1,0,0.5,8.025
46669.269114,23.5,f,2,2,0,0.5,8.025
48723.777221,23.5,f,2,3,0,0.5,8.025
50519.867762,23.5,f,2,4,0,0.5,8.025
41197.998055,23.5,e,2,0,0,-0.5,8.025
43727.560382,23.5,e,2,1,0,-0.5,8.025
46050.168876,23.5,e,2,2,0,-0.5,8.025
48150.769289,23.5,e,2,3,0,-0.5,8.025
49999.176557,23.5,e,2,4,0,-0.5,8.025
41903.586726,24.5,e,2,0,0,0.5,8.025
44393.11098,24.5,e,2,1,0,0.5,8.025
46673.76746,24.5,e,2,2,0,0.5,8.025
48727.936907,24.5,e,2,3,0,0.5,8.025
50523.269657,24.5,e,2,4,0,0.5,8.025
42624.351959,24.5,f,2,0,0,-0.5,8.025
45072.265322,24.5,f,2,1,0,-0.5,8.025
47308.636511,24.5,f,2,2,0,-0.5,8.025
49314.519438,24.5,f,2,3,0,-0.5,8.025
51054.017041,24.5,f,2,4,0,-0.5,8.025
43369.114019,25.5,f,2,0,0,0.5,8.025
45773.368696,25.5,f,2,1,0,0.5,8.025
47963.473752,25.5,f,2,2,0,0.5,8.025
49918.080278,25.5,f,2,3,0,0.5,8.025
42629.367608,25.5,e,2,0,0,-0.5,8.025
45077.057878,25.5,e,2,1,0,-0.5,8.025
47313.179859,25.5,e,2,2,0,-0.5,8.025
49318.927877,25.5,e,2,3,0,-0.5,8.025
51057.682149,25.5,e,2,4,0,-0.5,8.025
43374.274582,26.5,e,2,0,0,0.5,8.025
45778.297545,26.5,e,2,1,0,0.5,8.025
47968.152032,26.5,e,2,2,0,0.5,8.025
49921.605952,26.5,e,2,3,0,0.5,8.025
44131.907528,26.5,f,2,0,0,-0.5,8.025
46490.605322,26.5,f,2,1,0,-0.5,8.025
48631.945406,26.5,f,2,2,0,-0.5,8.025
50531.527603,26.5,f,2,3,0,-0.5,8.025
44911.596714,27.5,f,2,0,0,0.5,8.025
47222.760279,27.5,f,2,1,0,0.5,8.025
49312.964316,27.5,f,2,2,0,0.5,8.025
51140.632364,27.5,f,2,3,0,0.5,8.025
44137.20742,27.5,e,2,0,0,-0.5,8.025
46495.656722,27.5,e,2,1,0,-0.5,8.025
48636.781805,27.5,e,2,2,0,-0.5,8.025
50536.312652,27.5,e,2,3,0,-0.5,8.025
44917.030043,28.5,e,2,0,0,0.5,8.025
47227.943246,28.5,e,2,1,0,0.5,8.025
49317.756104,28.5,e,2,2,0,0.5,8.025
51141.395522,28.5,e,2,3,0,0.5,8.025
45707.009532,28.5,f,2,0,0,-0.5,8.025
47968.603495,28.5,f,2,1,0,-0.5,8.025
50005.393357,28.5,f,2,2,0,-0.5,8.025
46516.935785,29.5,f,2,0,0,0.5,8.025
48726.78408,29.5,f,2,1,0,0.5,8.025
50705.786213,29.5,f,2,2,0,0.5,8.025
45712.570134,29.5,e,2,0,0,-0.5,8.025
47973.909594,29.5,e,2,1,0,-0.5,8.025
